1.000000000000000056e-01,0.000000000000000000e+00
9.012533167870429018e-02,-5.825601780309750399e-01
6.244705798790827628e-02,-1.050284350502801889e+00
2.242615539480641990e-02,-1.310618862133864804e+00
-2.202839148756124271e-02,-1.311793691639730586e+00
-6.212509240933904858e-02,-1.053583308687071618e+00
-8.994044294246165971e-02,-5.873529607361682725e-01
-9.998740857627581857e-02,-5.375683006209476533e-03
-9.028720384998803472e-02,5.776405799463221191e-01
-6.275153820986864583e-02,1.046791757455653338e+00
-2.281311617097913497e-02,1.309246339085248456e+00
2.163546953903905737e-02,1.312814462147161354e+00
6.180390443683957125e-02,1.056793531472114411e+00
8.975440443831059212e-02,5.921150808197497284e-01
9.997317872327537991e-02,1.074939718053447013e-02
9.044757746129952758e-02,-5.727135242636497425e-01
6.305490080906600570e-02,-1.043283799500825060e+00
2.319956635639283671e-02,-1.307853377272531148e+00
-2.124234681061489341e-02,-1.313813797290089624e+00
-6.148184200624950968e-02,-1.059985583942114395e+00
-8.956699036625338783e-02,-5.968660542032955263e-01
-9.995735037638045495e-02,-1.612114735958639078e-02
-9.060644788566651897e-02,5.677789343645686104e-01
-6.335715248713953696e-02,1.039760281884555049e+00
-2.358551749662391589e-02,1.306439894462792184e+00
2.084901252157303486e-02,1.314791719218885602e+00
6.115889809709146308e-02,1.063159606216756314e+00
8.937820379585389996e-02,6.016058241880143376e-01
9.993992388851544173e-02,2.149070277375547677e-02
9.076380581370881162e-02,-5.628370397940269942e-01
6.365827746729614545e-02,-1.036221312786616666e+00
2.397095175652953075e-02,-1.305005908786016855e+00
-2.045548263536785955e-02,-1.315748212491804958e+00
-6.083509255402945459e-02,-1.066315567155848854e+00
-8.918805722509785816e-02,-6.063344173850944152e-01
-9.992091209929590545e-02,-2.685809790714661222e-02
-9.091966588588423770e-02,5.578879224082375909e-01
-6.395828348696785959e-02,1.032667150418776103e+00
-2.435586734818011995e-02,1.303551638103707999e+00
2.006176548019158665e-02,1.316683336304795837e+00
6.051042702156560205e-02,1.069453328078981302e+00
8.899655057742501818e-02,6.110515790620976162e-01
9.990030439629880854e-02,3.222311225436455540e-02
9.107400896984295391e-02,-5.529316188531616660e-01
6.425715433154766121e-02,-1.029097642199580109e+00
2.474025586139009386e-02,-1.302076919033334779e+00
-1.966786700738187843e-02,-1.317596975315316055e+00
-6.018490564653159597e-02,-1.072572815188503226e+00
-8.880368414197423177e-02,-6.157573246175498394e-01
-9.987810269942271058e-02,-3.758574397893392482e-02
-9.122683893891324336e-02,5.479681973688534935e-01
-6.455489229635774651e-02,1.025512895223108734e+00
-2.512411590379855925e-02,1.300581837990810508e+00
1.927378633186139362e-02,1.318489217528408641e+00
5.985853407368096901e-02,1.075674141350584145e+00
8.860946662570821919e-02,6.204516541634719218e-01
9.985431481173688562e-02,4.294589851937616332e-02
9.137815728149341343e-02,-5.429978446169377859e-01
6.485148638617832528e-02,-1.021913087458149016e+00
2.550742714821593871e-02,-1.299066426178183464e+00
-1.887954281377005397e-02,-1.319359925329201655e+00
-5.953131933310132351e-02,-1.078757033121284570e+00
-8.841389524592943583e-02,-6.251343075014874628e-01
-9.982893289090805089e-02,-4.830343382081854486e-02
-9.152795745883084144e-02,5.380205713301478010e-01
-6.514694257178302306e-02,1.018298162457842437e+00
-2.589020497596421222e-02,1.297530827586829583e+00
1.848513368038028765e-02,1.320209280483596759e+00
5.920326912468859559e-02,1.081821674463849803e+00
8.821698321524525099e-02,6.298054074426433502e-01
9.980196334404942138e-02,5.365832853971874705e-02
9.167623575111963352e-02,-5.330364408925560848e-01
6.544124224033200099e-02,-1.014668201916898216e+00
2.627242336186595001e-02,-1.295974855440568119e+00
-1.809057025857555359e-02,-1.321037049695737542e+00
-5.887438466443843665e-02,-1.084867780080697841e+00
-8.801872145783798396e-02,-6.344646699151782476e-01
-9.977340729943892650e-02,-5.901043526190342947e-02
-9.182300132690364436e-02,5.280456144407126295e-01
-6.573439994345688098e-02,1.011023378113772297e+00
-2.665409291798669089e-02,1.294398824478791177e+00
1.769585487679548041e-02,1.321843470317626501e+00
5.854467500780401179e-02,1.087895615543019723e+00
8.781912953536427646e-02,6.391123303447674431e-01
9.974327095971426138e-02,6.435978191029056994e-02
9.196824959488081319e-02,-5.230480831201220759e-01
6.602640436261530965e-02,-1.007363643260798192e+00
2.703520505567703902e-02,-1.292802595417542610e+00
-1.730099046447051633e-02,-1.322628584861453627e+00
-5.821414626024657563e-02,-1.090905107202734925e+00
-8.761820854709446993e-02,-6.437481919619687520e-01
-9.971155702323165892e-02,-6.970619928599235127e-02
-9.211198074351417686e-02,5.180440494334138668e-01
-6.631724958472885734e-02,1.003689232309300738e+00
-2.741574455827714904e-02,1.291186348533660322e+00
