1.690599638458769802e-02,1.323392220294714150e+00
5.788280675428783550e-02,1.093896003405747441e+00
8.741595518808545351e-02,6.483721507712313370e-01
9.967825863984043633e-02,7.504974308178222198e-02
9.225419174067368833e-02,-5.130333655651846403e-01
6.660694017743964968e-02,-9.999999755728806727e-01
2.779572270149195667e-02,-1.289549966777807422e+00
-1.651085957412375474e-02,-1.324134432867161149e+00
-5.755064820056056407e-02,-1.096868457568674238e+00
-8.721237373435272722e-02,-6.529842208425005179e-01
-9.964338052799529000e-02,-8.039019948085893152e-02
-9.239487853513995985e-02,5.080163348611425045e-01
-6.689546133509464976e-02,9.962960790034971481e-01
-2.817511906102193250e-02,1.287893544537038748e+00
1.611560079143130320e-02,1.324855191033175394e+00
5.721768962500762418e-02,1.099822352660569047e+00
8.700747116062580722e-02,6.575842050688933682e-01
9.960692198595254288e-02,8.572744618757471846e-02
9.253403677268980110e-02,-5.029929793109005898e-01
6.718280895916295403e-02,-9.925775875424873718e-01
2.855392958564564876e-02,-1.286217101620455550e+00
-1.572022433067204669e-02,-1.325554509539915715e+00
-5.688393573014655785e-02,-1.102757616118989370e+00
-8.680125341715864973e-02,-6.621721311652857267e-01
-9.956888894475660057e-02,-9.106150154409385633e-02
-9.267167298883582927e-02,4.979633813973271539e-01
-6.746898562798082921e-02,9.888445773395710958e-01
-2.893215213646925174e-02,1.284520719220997531e+00
1.532473520700493308e-02,1.326232404656852992e+00
5.654938877759210086e-02,1.105674290048857866e+00
8.659372045082580627e-02,6.667478680517582301e-01
9.952927794722668531e-02,9.639219046079310071e-02
9.280777776236813492e-02,-4.929276219450854368e-01
6.775398118396407099e-02,-9.850971033021748147e-01
2.930977803651199295e-02,-1.282804389894095509e+00
-1.492914034873384088e-02,-1.326888858466327425e+00
-5.621405781267913015e-02,-1.108572255116827110e+00
-8.638488054205478717e-02,-6.713114157152836325e-01
-9.948809598333412108e-02,-1.017195073849574694e-01
-9.294235776676372518e-02,4.878858256203190136e-01
-6.803779630984239934e-02,9.813352736003786436e-01
-2.968680179590743248e-02,1.281068210779593874e+00
1.453344828511247966e-02,1.327523900243679167e+00
5.587795045931660820e-02,1.111451584517634483e+00
8.617473977840854615e-02,6.758626284778920246e-01
9.944534459991581643e-02,1.070432495501190961e-01
9.307540772850488031e-02,-4.828380955291670107e-01
6.832042366226299956e-02,-9.775591885557750604e-01
3.006321690314860476e-02,-1.279312230298046194e+00
-1.413766619061638564e-02,-1.328137529129710392e+00
-5.554108498605338923e-02,-1.114311979137640130e+00
-8.596331087680662841e-02,-6.804011287267208719e-01
-9.940101996286911101e-02,-1.123630564281717092e-01
-9.320691107056575109e-02,4.777847732337417996e-01
-6.860183413015749632e-02,9.737691071106188145e-01
