0.00000e+00,-1.96000e-01,-5.31000e-01,5.62000e-01,-3.71200e-01,3.93400e-01,2.36000e-01,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
3.33333e-02,-1.81540e-01,-4.72547e-01,5.72304e-01,-4.12828e-01,3.46575e-01,2.39223e-01,8.61407e-01,3.24074e+00,6.18519e-01,-2.17508e+00,-2.77346e+00,-9.75379e-02
6.66667e-02,-1.35818e-01,-3.36581e-01,6.00889e-01,-4.92740e-01,2.15233e-01,2.08202e-01,1.98395e+00,4.61171e+00,9.99744e-01,-2.34159e+00,-4.92140e+00,-1.99936e+00
1.00000e-01,-3.99114e-02,-1.81642e-01,6.28748e-01,-5.57106e-01,3.47616e-02,9.79898e-02,3.91797e+00,4.49124e+00,4.73378e-01,-1.43170e+00,-5.61535e+00,-4.61369e+00
1.33333e-01,1.30770e-01,-4.65045e-02,6.18479e-01,-5.89242e-01,-1.35852e-01,-8.77323e-02,6.26304e+00,3.54096e+00,-1.24716e+00,-6.43857e-01,-4.23024e+00,-6.13172e+00
1.66667e-01,3.57012e-01,5.33891e-02,5.49004e-01,-6.15398e-01,-2.28189e-01,-2.74024e-01,6.73032e+00,2.45046e+00,-2.57615e+00,-1.10752e+00,-1.28616e+00,-4.52282e+00
2.00000e-01,5.30010e-01,1.12354e-01,4.85720e-01,-6.60874e-01,-2.43396e-01,-3.72784e-01,2.93754e+00,9.71765e-01,-6.00457e-01,-1.41162e+00,-1.47757e-01,-1.41883e+00
2.33333e-01,5.32148e-01,1.14170e-01,5.23676e-01,-6.96994e-01,-2.55865e-01,-3.72968e-01,-2.60645e+00,-8.30755e-01,2.57811e+00,-6.60493e-01,-4.63998e-01,1.36613e+00
2.66667e-01,3.89375e-01,6.29700e-02,6.22522e-01,-7.01498e-01,-2.55109e-01,-2.89451e-01,-5.38839e+00,-2.12879e+00,2.85983e+00,4.35149e-01,7.20141e-01,3.40192e+00
3.00000e-01,2.04888e-01,-1.97304e-02,6.93498e-01,-6.67241e-01,-2.04994e-01,-1.65484e-01,-5.31706e+00,-2.70128e+00,1.25041e+00,1.56103e+00,2.21482e+00,3.79126e+00
3.33333e-01,5.18668e-02,-1.08032e-01,7.03414e-01,-6.06335e-01,-1.14668e-01,-4.60498e-02,-3.71035e+00,-2.47086e+00,-6.03036e-01,1.92065e+00,3.07759e+00,3.31580e+00
3.66667e-01,-3.85923e-02,-1.78124e-01,6.62215e-01,-5.48977e-01,-1.03170e-02,5.22944e-02,-1.75339e+00,-1.67633e+00,-1.65622e+00,1.42603e+00,2.98654e+00,2.51217e+00
4.00000e-01,-7.24268e-02,-2.17820e-01,6.10375e-01,-5.14536e-01,6.98937e-02,1.15489e-01,-4.28511e-01,-6.93838e-01,-1.19282e+00,6.14587e-01,1.62466e+00,1.20643e+00
4.33333e-01,-7.51185e-02,-2.24147e-01,5.94205e-01,-5.09683e-01,9.02704e-02,1.31425e-01,2.20212e-01,3.09607e-01,2.64673e-01,-3.45202e-01,-4.05533e-01,-2.17082e-01
4.66667e-01,-5.57426e-02,-1.98237e-01,6.22707e-01,-5.37480e-01,4.86772e-02,1.04506e-01,1.01914e+00,1.21640e+00,1.28763e+00,-1.28562e+00,-1.95506e+00,-1.35376e+00
5.00000e-01,-2.26543e-03,-1.45870e-01,6.68522e-01,-5.90041e-01,-3.13550e-02,4.22728e-02,2.23895e+00,1.87016e+00,1.29500e+00,-1.75182e+00,-2.72950e+00,-2.38317e+00
5.33333e-01,9.41346e-02,-7.78731e-02,6.98984e-01,-6.46016e-01,-1.25213e-01,-5.32003e-02,3.50576e+00,2.14017e+00,4.01430e-01,-1.49967e+00,-2.76192e+00,-3.27531e+00
5.66667e-01,2.24623e-01,-7.73798e-03,6.89306e-01,-6.85608e-01,-2.05044e-01,-1.66471e-01,4.15099e+00,2.00181e+00,-1.00644e+00,-8.48819e-01,-1.87967e+00,-3.31762e+00
6.00000e-01,3.55077e-01,5.08699e-02,6.36587e-01,-7.01590e-01,-2.44964e-01,-2.60933e-01,3.39245e+00,1.43402e+00,-1.98688e+00,-8.64245e-02,-5.27887e-01,-2.19580e+00
6.33333e-01,4.31778e-01,8.22720e-02,5.72839e-01,-6.89228e-01,-2.47284e-01,-3.07684e-01,9.68289e-01,3.81838e-01,-1.57578e+00,8.43575e-01,2.32795e-01,-5.92518e-01
6.66667e-01,4.12138e-01,7.50701e-02,5.43599e-01,-6.48444e-01,-2.36402e-01,-3.00186e-01,-2.08309e+00,-7.73674e-01,-1.39716e-01,1.48669e+00,4.19453e-01,1.04965e+00
7.00000e-01,3.08448e-01,3.58959e-02,5.56620e-01,-5.99637e-01,-2.13884e-01,-2.39299e-01,-3.79723e+00,-1.48844e+00,7.38827e-01,1.32181e+00,1.02513e+00,2.50699e+00
7.33333e-01,1.81106e-01,-1.91322e-02,5.82767e-01,-5.64486e-01,-1.66834e-01,-1.44898e-01,-3.57987e+00,-1.74735e+00,7.50942e-01,7.66701e-01,1.73041e+00,2.94130e+00
7.66667e-01,8.05732e-02,-7.59677e-02,6.06287e-01,-5.49709e-01,-1.06287e-01,-5.49616e-02,-2.38364e+00,-1.58790e+00,7.03139e-01,9.46162e-02,1.76852e+00,2.34321e+00
8.00000e-01,2.27344e-02,-1.20218e-01,6.33092e-01,-5.59370e-01,-5.71468e-02,7.31566e-03,-1.11426e+00,-1.00666e+00,9.44719e-01,-6.68218e-01,1.07521e+00,1.36141e+00
8.33333e-01,4.11815e-03,-1.40264e-01,6.69677e-01,-5.91496e-01,-3.97428e-02,3.39257e-02,-2.66270e-02,-1.73276e-01,1.21530e+00,-1.18640e+00,-7.29069e-02,2.08364e-01
8.66667e-01,2.04721e-02,-1.31477e-01,7.09006e-01,-6.32583e-01,-6.18125e-02,2.01670e-02,1.01417e+00,6.87520e-01,1.03424e+00,-1.18849e+00,-1.20098e+00,-1.02843e+00
